sim_time_min,event_type,policy,truck_id,origin,destination,shovel_id,dump_id,duration_min,queue_length,queue_wait_min,payload_tonnes
337.1706,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.1366,,,
337.2098,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
337.2098,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
337.2098,LOADING_START,fixed,T02,S2,S2,S2,,5.2723,0.0,0.0,
337.614,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
337.614,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
337.614,DUMPING_START,fixed,T06,D2,D2,,D2,1.474,,0.0,94.2814
338.8297,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
338.8297,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
338.8297,DUMPING_START,fixed,T03,D1,D1,,D1,1.0236,,0.0,89.5869
338.9452,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
338.9452,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
338.9659,LOADING_END,fixed,T05,S1,D1,S1,,4.348,,,
338.9659,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,5.9746,,,
338.9659,LOADING_START,fixed,T01,S1,S1,S1,,5.1096,0.0,0.0207,
339.0881,DUMPING_END,fixed,T06,D2,D2,,D2,,,,94.2814
339.0881,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
339.0881,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,3.6392,,,
339.8533,DUMPING_END,fixed,T03,D1,D1,,D1,,,,89.5869
339.8533,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
339.8533,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,5.2331,,,
342.3072,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
342.3072,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
342.3072,DUMPING_START,fixed,T04,D2,D2,,D2,1.1072,,0.0,97.0767
342.4821,LOADING_END,fixed,T02,S2,D2,S2,,5.2723,,,
342.4821,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,4.8844,,,
342.7273,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
342.7273,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
342.7273,LOADING_START,fixed,T06,S2,S2,S2,,4.9344,0.0,0.0,
343.4144,DUMPING_END,fixed,T04,D2,D2,,D2,,,,97.0767
343.4144,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
343.4144,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,3.6029,,,
344.0755,LOADING_END,fixed,T01,S1,D1,S1,,5.1096,,,
344.0755,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.8729,,,
344.9405,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
344.9405,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
344.9405,DUMPING_START,fixed,T05,D1,D1,,D1,1.4574,,0.0,92.9294
345.0864,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
345.0864,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
345.0864,LOADING_START,fixed,T03,S1,S1,S1,,4.1458,0.0,0.0,
346.3978,DUMPING_END,fixed,T05,D1,D1,,D1,,,,92.9294
346.3978,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
346.3978,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,5.1365,,,
347.0172,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
347.0172,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
347.3665,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
347.3665,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
347.3665,DUMPING_START,fixed,T02,D2,D2,,D2,2.2316,,0.0,92.9567
347.6616,LOADING_END,fixed,T06,S2,D2,S2,,4.9344,,,
347.6616,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.2931,,,
347.6616,LOADING_START,fixed,T04,S2,S2,S2,,4.6693,0.0,0.6444,
349.2322,LOADING_END,fixed,T03,S1,D1,S1,,4.1458,,,
349.2322,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,6.7055,,,
349.5981,DUMPING_END,fixed,T02,D2,D2,,D2,,,,92.9567
349.5981,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
349.5981,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,3.9053,,,
350.9484,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
350.9484,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
350.9484,DUMPING_START,fixed,T01,D1,D1,,D1,1.35,,0.0,89.712
351.5343,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
351.5343,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
351.5343,LOADING_START,fixed,T05,S1,S1,S1,,3.7697,0.0,0.0,
352.2984,DUMPING_END,fixed,T01,D1,D1,,D1,,,,89.712
352.2984,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
352.2984,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,4.6484,,,
352.3309,LOADING_END,fixed,T04,S2,D2,S2,,4.6693,,,
352.3309,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.8945,,,
352.9547,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
352.9547,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
352.9547,DUMPING_START,fixed,T06,D2,D2,,D2,1.7599,,0.0,99.1574
353.5033,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
353.5033,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
353.5033,LOADING_START,fixed,T02,S2,S2,S2,,5.1423,0.0,0.0,
354.7147,DUMPING_END,fixed,T06,D2,D2,,D2,,,,99.1574
354.7147,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
354.7147,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,4.0338,,,
355.3041,LOADING_END,fixed,T05,S1,D1,S1,,3.7697,,,
355.3041,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,7.154,,,
355.9377,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
355.9377,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
355.9377,DUMPING_START,fixed,T03,D1,D1,,D1,1.3303,,0.0,92.326
356.9468,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
356.9468,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
356.9468,LOADING_START,fixed,T01,S1,S1,S1,,4.6334,0.0,0.0,
357.268,DUMPING_END,fixed,T03,D1,D1,,D1,,,,92.326
357.268,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
357.268,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,4.798,,,
358.2254,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
358.2254,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
358.2254,DUMPING_START,fixed,T04,D2,D2,,D2,1.8004,,0.0,93.7496
358.6457,LOADING_END,fixed,T02,S2,D2,S2,,5.1423,,,
358.6457,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.6388,,,
358.7485,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
358.7485,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
358.7485,LOADING_START,fixed,T06,S2,S2,S2,,4.2636,0.0,0.0,
360.0258,DUMPING_END,fixed,T04,D2,D2,,D2,,,,93.7496
360.0258,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
360.0258,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,3.8042,,,
361.5802,LOADING_END,fixed,T01,S1,D1,S1,,4.6334,,,
361.5802,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.6773,,,
362.066,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
362.066,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
362.066,LOADING_START,fixed,T03,S1,S1,S1,,4.4826,0.0,0.0,
362.4581,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
362.4581,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
362.4581,DUMPING_START,fixed,T05,D1,D1,,D1,1.045,,0.0,96.5023
363.0121,LOADING_END,fixed,T06,S2,D2,S2,,4.2636,,,
363.0121,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.9602,,,
363.5031,DUMPING_END,fixed,T05,D1,D1,,D1,,,,96.5023
363.5031,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
363.5031,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,5.5071,,,
363.8299,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
363.8299,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
363.8299,LOADING_START,fixed,T04,S2,S2,S2,,4.3671,0.0,0.0,
364.2845,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
364.2845,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
364.2845,DUMPING_START,fixed,T02,D2,D2,,D2,1.1624,,0.0,99.1105
365.4469,DUMPING_END,fixed,T02,D2,D2,,D2,,,,99.1105
365.4469,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
365.4469,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,3.8053,,,
366.5486,LOADING_END,fixed,T03,S1,D1,S1,,4.4826,,,
366.5486,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,6.3369,,,
368.197,LOADING_END,fixed,T04,S2,D2,S2,,4.3671,,,
368.197,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.4129,,,
368.2575,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
368.2575,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
368.2575,DUMPING_START,fixed,T01,D1,D1,,D1,1.1049,,0.0,90.5608
368.9724,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
368.9724,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
368.9724,DUMPING_START,fixed,T06,D2,D2,,D2,1.0452,,0.0,88.86
369.0102,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
369.0102,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
369.0102,LOADING_START,fixed,T05,S1,S1,S1,,4.8645,0.0,0.0,
369.2522,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
369.2522,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
369.2522,LOADING_START,fixed,T02,S2,S2,S2,,4.9258,0.0,0.0,
369.3624,DUMPING_END,fixed,T01,D1,D1,,D1,,,,90.5608
369.3624,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
369.3624,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,4.926,,,
370.0176,DUMPING_END,fixed,T06,D2,D2,,D2,,,,88.86
370.0176,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
370.0176,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,4.0611,,,
372.8855,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
372.8855,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
372.8855,DUMPING_START,fixed,T03,D1,D1,,D1,1.2936,,0.0,93.2751
373.6099,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
373.6099,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
373.6099,DUMPING_START,fixed,T04,D2,D2,,D2,1.6957,,0.0,87.2643
373.8746,LOADING_END,fixed,T05,S1,D1,S1,,4.8645,,,
373.8746,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,6.6974,,,
374.0786,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
374.0786,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
374.178,LOADING_END,fixed,T02,S2,D2,S2,,4.9258,,,
374.178,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.4558,,,
374.178,LOADING_START,fixed,T06,S2,S2,S2,,4.6923,0.0,0.0993,
374.179,DUMPING_END,fixed,T03,D1,D1,,D1,,,,93.2751
374.179,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
374.179,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,4.7428,,,
374.2884,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
374.2884,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
374.2884,LOADING_START,fixed,T01,S1,S1,S1,,5.573,0.0,0.0,
375.3055,DUMPING_END,fixed,T04,D2,D2,,D2,,,,87.2643
375.3055,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
375.3055,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,3.849,,,
378.8703,LOADING_END,fixed,T06,S2,D2,S2,,4.6923,,,
378.8703,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,4.9219,,,
378.9218,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
378.9218,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
379.1545,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
379.1545,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
379.1545,LOADING_START,fixed,T04,S2,S2,S2,,5.3323,0.0,0.0,
379.6338,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
379.6338,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
379.6338,DUMPING_START,fixed,T02,D2,D2,,D2,1.2193,,0.0,98.7907
379.8614,LOADING_END,fixed,T01,S1,D1,S1,,5.573,,,
379.8614,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.8576,,,
379.8614,LOADING_START,fixed,T03,S1,S1,S1,,5.1689,0.0,0.9396,
380.572,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
380.572,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
380.572,DUMPING_START,fixed,T05,D1,D1,,D1,1.0763,,0.0,94.438
380.8531,DUMPING_END,fixed,T02,D2,D2,,D2,,,,98.7907
380.8531,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
380.8531,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,3.6797,,,
381.6483,DUMPING_END,fixed,T05,D1,D1,,D1,,,,94.438
381.6483,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
381.6483,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,4.633,,,
383.7922,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
383.7922,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
383.7922,DUMPING_START,fixed,T06,D2,D2,,D2,1.8871,,0.0,88.0575
384.4868,LOADING_END,fixed,T04,S2,D2,S2,,5.3323,,,
384.4868,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.4351,,,
384.5328,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
384.5328,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
384.5328,LOADING_START,fixed,T02,S2,S2,S2,,5.8443,0.0,0.0,
385.0303,LOADING_END,fixed,T03,S1,D1,S1,,5.1689,,,
385.0303,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,6.7905,,,
385.6793,DUMPING_END,fixed,T06,D2,D2,,D2,,,,88.0575
385.6793,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
385.6793,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,4.0943,,,
386.2813,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
386.2813,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
386.2813,LOADING_START,fixed,T05,S1,S1,S1,,4.8906,0.0,0.0,
386.719,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
386.719,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
386.719,DUMPING_START,fixed,T01,D1,D1,,D1,1.5014,,0.0,90.9102
388.2203,DUMPING_END,fixed,T01,D1,D1,,D1,,,,90.9102
388.2203,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
388.2203,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,4.5997,,,
389.7735,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
389.7735,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
389.9219,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
389.9219,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
389.9219,DUMPING_START,fixed,T04,D2,D2,,D2,1.5339,,0.0,92.9602
390.3771,LOADING_END,fixed,T02,S2,D2,S2,,5.8443,,,
390.3771,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.4404,,,
390.3771,LOADING_START,fixed,T06,S2,S2,S2,,4.4165,0.0,0.6035,
391.172,LOADING_END,fixed,T05,S1,D1,S1,,4.8906,,,
391.172,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,6.0703,,,
391.4557,DUMPING_END,fixed,T04,D2,D2,,D2,,,,92.9602
391.4557,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
391.4557,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,3.7872,,,
391.8208,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
391.8208,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
391.8208,DUMPING_START,fixed,T03,D1,D1,,D1,1.4914,,0.0,92.8969
392.82,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
392.82,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
392.82,LOADING_START,fixed,T01,S1,S1,S1,,4.3146,0.0,0.0,
393.3122,DUMPING_END,fixed,T03,D1,D1,,D1,,,,92.8969
393.3122,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
393.3122,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,5.1616,,,
394.7936,LOADING_END,fixed,T06,S2,D2,S2,,4.4165,,,
394.7936,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.5548,,,
395.2429,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
395.2429,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
395.2429,LOADING_START,fixed,T04,S2,S2,S2,,5.4684,0.0,0.0,
395.8175,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
395.8175,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
395.8175,DUMPING_START,fixed,T02,D2,D2,,D2,1.6667,,0.0,100.2194
397.1346,LOADING_END,fixed,T01,S1,D1,S1,,4.3146,,,
397.1346,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.547,,,
397.2423,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
397.2423,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
397.2423,DUMPING_START,fixed,T05,D1,D1,,D1,1.7682,,0.0,92.3326
397.4842,DUMPING_END,fixed,T02,D2,D2,,D2,,,,100.2194
397.4842,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
397.4842,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,3.6534,,,
398.4738,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
398.4738,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
398.4738,LOADING_START,fixed,T03,S1,S1,S1,,4.5068,0.0,0.0,
399.0104,DUMPING_END,fixed,T05,D1,D1,,D1,,,,92.3326
399.0104,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
399.0104,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,4.899,,,
400.3484,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
400.3484,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
400.3484,DUMPING_START,fixed,T06,D2,D2,,D2,1.185,,0.0,91.4837
400.7113,LOADING_END,fixed,T04,S2,D2,S2,,5.4684,,,
400.7113,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,4.678,,,
401.1376,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
401.1376,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
401.1376,LOADING_START,fixed,T02,S2,S2,S2,,5.6789,0.0,0.0,
401.5334,DUMPING_END,fixed,T06,D2,D2,,D2,,,,91.4837
401.5334,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
401.5334,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,4.2077,,,
402.9806,LOADING_END,fixed,T03,S1,D1,S1,,4.5068,,,
402.9806,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,6.5054,,,
403.6817,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
403.6817,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
403.6817,DUMPING_START,fixed,T01,D1,D1,,D1,1.0816,,0.0,100.1845
403.9095,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
403.9095,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
403.9095,LOADING_START,fixed,T05,S1,S1,S1,,4.416,0.0,0.0,
404.7633,DUMPING_END,fixed,T01,D1,D1,,D1,,,,100.1845
404.7633,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
404.7633,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,5.2786,,,
405.3894,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
405.3894,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
405.3894,DUMPING_START,fixed,T04,D2,D2,,D2,1.3254,,0.0,98.7818
405.7411,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
405.7411,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
406.7148,DUMPING_END,fixed,T04,D2,D2,,D2,,,,98.7818
406.7148,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
406.7148,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,3.865,,,
406.8165,LOADING_END,fixed,T02,S2,D2,S2,,5.6789,,,
406.8165,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.0882,,,
406.8165,LOADING_START,fixed,T06,S2,S2,S2,,4.6782,0.0,1.0754,
408.3255,LOADING_END,fixed,T05,S1,D1,S1,,4.416,,,
408.3255,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,6.968,,,
409.486,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
409.486,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
409.486,DUMPING_START,fixed,T03,D1,D1,,D1,1.4195,,0.0,92.6625
410.0419,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
410.0419,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
410.0419,LOADING_START,fixed,T01,S1,S1,S1,,4.8935,0.0,0.0,
410.5798,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
410.5798,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
410.9055,DUMPING_END,fixed,T03,D1,D1,,D1,,,,92.6625
410.9055,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
410.9055,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,5.4882,,,
411.4947,LOADING_END,fixed,T06,S2,D2,S2,,4.6782,,,
411.4947,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.7373,,,
411.4947,LOADING_START,fixed,T04,S2,S2,S2,,5.4409,0.0,0.9149,
411.9047,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
411.9047,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
411.9047,DUMPING_START,fixed,T02,D2,D2,,D2,1.4025,,0.0,99.2532
413.3072,DUMPING_END,fixed,T02,D2,D2,,D2,,,,99.2532
413.3072,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
413.3072,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,4.0803,,,
414.9354,LOADING_END,fixed,T01,S1,D1,S1,,4.8935,,,
414.9354,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.3034,,,
415.2935,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
415.2935,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
415.2935,DUMPING_START,fixed,T05,D1,D1,,D1,1.1674,,0.0,97.7876
416.3937,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
416.3937,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
416.3937,LOADING_START,fixed,T03,S1,S1,S1,,5.9247,0.0,0.0,
416.4609,DUMPING_END,fixed,T05,D1,D1,,D1,,,,97.7876
416.4609,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
416.4609,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,4.9271,,,
416.9356,LOADING_END,fixed,T04,S2,D2,S2,,5.4409,,,
416.9356,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.4409,,,
417.232,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
417.232,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
417.232,DUMPING_START,fixed,T06,D2,D2,,D2,1.8169,,0.0,84.1161
417.3875,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
417.3875,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
417.3875,LOADING_START,fixed,T02,S2,S2,S2,,5.4321,0.0,0.0,
419.0488,DUMPING_END,fixed,T06,D2,D2,,D2,,,,84.1161
419.0488,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
419.0488,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,4.061,,,
421.2387,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
421.2387,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
421.2387,DUMPING_START,fixed,T01,D1,D1,,D1,0.8981,,0.0,92.2759
421.388,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
421.388,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
422.1369,DUMPING_END,fixed,T01,D1,D1,,D1,,,,92.2759
422.1369,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
422.1369,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,5.3301,,,
422.3184,LOADING_END,fixed,T03,S1,D1,S1,,5.9247,,,
422.3184,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,7.4817,,,
422.3184,LOADING_START,fixed,T05,S1,S1,S1,,5.1686,0.0,0.9304,
422.3765,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
