sim_time_min,event_type,policy,truck_id,origin,destination,shovel_id,dump_id,duration_min,queue_length,queue_wait_min,payload_tonnes
246.1622,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
246.1622,DUMPING_START,fixed,T02,D2,D2,,D2,1.6414,,0.0,97.6355
246.6292,DUMPING_END,fixed,T01,D1,D1,,D1,,,,89.4069
246.6292,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
246.6292,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,5.1963,,,
247.2787,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
247.2787,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
247.2787,LOADING_START,fixed,T04,S2,S2,S2,,5.6181,0.0,0.0,
247.8036,DUMPING_END,fixed,T02,D2,D2,,D2,,,,97.6355
247.8036,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
247.8036,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,4.072,,,
248.9885,LOADING_END,fixed,T05,S1,D1,S1,,4.8013,,,
248.9885,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,7.3032,,,
250.378,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
250.378,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
250.378,DUMPING_START,fixed,T06,D2,D2,,D2,1.66,,0.0,102.0
250.6713,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
250.6713,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
250.6713,DUMPING_START,fixed,T03,D1,D1,,D1,1.5093,,0.0,94.8207
251.8255,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
251.8255,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
251.8255,LOADING_START,fixed,T01,S1,S1,S1,,4.5129,0.0,0.0,
251.8756,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
251.8756,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
252.0381,DUMPING_END,fixed,T06,D2,D2,,D2,,,,102.0
252.0381,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
252.0381,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,3.9758,,,
252.1806,DUMPING_END,fixed,T03,D1,D1,,D1,,,,94.8207
252.1806,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
252.1806,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,4.8949,,,
252.8968,LOADING_END,fixed,T04,S2,D2,S2,,5.6181,,,
252.8968,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.3623,,,
252.8968,LOADING_START,fixed,T02,S2,S2,S2,,5.6481,0.0,1.0212,
256.0139,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
256.0139,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
256.2918,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
256.2918,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
256.2918,DUMPING_START,fixed,T05,D1,D1,,D1,1.6809,,0.0,89.6955
256.3384,LOADING_END,fixed,T01,S1,D1,S1,,4.5129,,,
256.3384,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.8265,,,
257.0756,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
257.0756,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
257.0756,LOADING_START,fixed,T03,S1,S1,S1,,4.3753,0.0,0.0,
257.9726,DUMPING_END,fixed,T05,D1,D1,,D1,,,,89.6955
257.9726,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
257.9726,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,4.8927,,,
258.2591,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
258.2591,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
258.2591,DUMPING_START,fixed,T04,D2,D2,,D2,1.996,,0.0,102.0
258.5448,LOADING_END,fixed,T02,S2,D2,S2,,5.6481,,,
258.5448,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.2831,,,
258.5448,LOADING_START,fixed,T06,S2,S2,S2,,5.9054,0.0,2.5309,
260.2551,DUMPING_END,fixed,T04,D2,D2,,D2,,,,102.0
260.2551,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
260.2551,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,4.0473,,,
261.4508,LOADING_END,fixed,T03,S1,D1,S1,,4.3753,,,
261.4508,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,6.5011,,,
262.8654,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
262.8654,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
262.8654,LOADING_START,fixed,T05,S1,S1,S1,,5.745,0.0,0.0,
263.1649,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
263.1649,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
263.1649,DUMPING_START,fixed,T01,D1,D1,,D1,1.5335,,0.0,90.4522
263.8279,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
263.8279,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
263.8279,DUMPING_START,fixed,T02,D2,D2,,D2,2.2007,,0.0,94.405
264.3023,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
264.3023,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
264.4503,LOADING_END,fixed,T06,S2,D2,S2,,5.9054,,,
264.4503,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.5787,,,
264.4503,LOADING_START,fixed,T04,S2,S2,S2,,4.5876,0.0,0.148,
264.6984,DUMPING_END,fixed,T01,D1,D1,,D1,,,,90.4522
264.6984,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
264.6984,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,4.6504,,,
266.0287,DUMPING_END,fixed,T02,D2,D2,,D2,,,,94.405
266.0287,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
266.0287,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,3.8573,,,
267.9519,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
267.9519,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
267.9519,DUMPING_START,fixed,T03,D1,D1,,D1,1.1323,,0.0,89.6739
268.6103,LOADING_END,fixed,T05,S1,D1,S1,,5.745,,,
268.6103,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,6.4731,,,
269.0379,LOADING_END,fixed,T04,S2,D2,S2,,4.5876,,,
269.0379,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.1309,,,
269.0841,DUMPING_END,fixed,T03,D1,D1,,D1,,,,89.6739
269.0841,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
269.0841,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,5.4107,,,
269.3488,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
269.3488,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
269.3488,LOADING_START,fixed,T01,S1,S1,S1,,4.3995,0.0,0.0,
269.8859,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
269.8859,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
269.8859,LOADING_START,fixed,T02,S2,S2,S2,,4.4985,0.0,0.0,
270.029,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
270.029,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
270.029,DUMPING_START,fixed,T06,D2,D2,,D2,1.7438,,0.0,100.7135
271.7729,DUMPING_END,fixed,T06,D2,D2,,D2,,,,100.7135
271.7729,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
271.7729,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,3.5082,,,
273.7483,LOADING_END,fixed,T01,S1,D1,S1,,4.3995,,,
273.7483,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.9137,,,
274.1688,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
274.1688,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
274.1688,DUMPING_START,fixed,T04,D2,D2,,D2,1.7963,,0.0,90.546
274.3844,LOADING_END,fixed,T02,S2,D2,S2,,4.4985,,,
274.3844,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.4875,,,
274.4948,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
274.4948,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
274.4948,LOADING_START,fixed,T03,S1,S1,S1,,4.3139,0.0,0.0,
275.0835,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
275.0835,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
275.0835,DUMPING_START,fixed,T05,D1,D1,,D1,1.1084,,0.0,97.4406
275.2811,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
275.2811,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
275.2811,LOADING_START,fixed,T06,S2,S2,S2,,6.1491,0.0,0.0,
275.9652,DUMPING_END,fixed,T04,D2,D2,,D2,,,,90.546
275.9652,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
275.9652,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,4.0205,,,
276.1919,DUMPING_END,fixed,T05,D1,D1,,D1,,,,97.4406
276.1919,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
276.1919,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,4.5792,,,
278.8087,LOADING_END,fixed,T03,S1,D1,S1,,4.3139,,,
278.8087,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,6.184,,,
279.8719,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
279.8719,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
279.8719,DUMPING_START,fixed,T02,D2,D2,,D2,1.8619,,0.0,101.5665
279.9856,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
279.9856,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
280.662,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
280.662,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
280.662,DUMPING_START,fixed,T01,D1,D1,,D1,1.7843,,0.0,88.0267
280.771,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
280.771,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
280.771,LOADING_START,fixed,T05,S1,S1,S1,,5.3754,0.0,0.0,
281.4302,LOADING_END,fixed,T06,S2,D2,S2,,6.1491,,,
281.4302,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.1725,,,
281.4302,LOADING_START,fixed,T04,S2,S2,S2,,5.645,0.0,1.4445,
281.7338,DUMPING_END,fixed,T02,D2,D2,,D2,,,,101.5665
281.7338,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
281.7338,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,4.0813,,,
282.4463,DUMPING_END,fixed,T01,D1,D1,,D1,,,,88.0267
282.4463,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
282.4463,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,4.5016,,,
284.9927,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
284.9927,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
284.9927,DUMPING_START,fixed,T03,D1,D1,,D1,1.0737,,0.0,95.4473
285.8151,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
285.8151,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
286.0664,DUMPING_END,fixed,T03,D1,D1,,D1,,,,95.4473
286.0664,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
286.0664,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,5.2436,,,
286.1464,LOADING_END,fixed,T05,S1,D1,S1,,5.3754,,,
286.1464,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,6.0383,,,
286.6027,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
286.6027,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
286.6027,DUMPING_START,fixed,T06,D2,D2,,D2,1.9566,,0.0,94.925
286.9478,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
286.9478,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
286.9478,LOADING_START,fixed,T01,S1,S1,S1,,3.9418,0.0,0.0,
287.0751,LOADING_END,fixed,T04,S2,D2,S2,,5.645,,,
287.0751,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.3479,,,
287.0751,LOADING_START,fixed,T02,S2,S2,S2,,4.9742,0.0,1.26,
288.5592,DUMPING_END,fixed,T06,D2,D2,,D2,,,,94.925
288.5592,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
288.5592,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,4.4029,,,
290.8896,LOADING_END,fixed,T01,S1,D1,S1,,3.9418,,,
290.8896,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.5393,,,
291.31,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
291.31,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
291.31,LOADING_START,fixed,T03,S1,S1,S1,,4.7458,0.0,0.0,
292.0493,LOADING_END,fixed,T02,S2,D2,S2,,4.9742,,,
292.0493,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.3852,,,
292.1847,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
292.1847,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
292.1847,DUMPING_START,fixed,T05,D1,D1,,D1,1.3259,,0.0,99.8273
292.423,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
292.423,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
292.423,DUMPING_START,fixed,T04,D2,D2,,D2,2.0224,,0.0,88.8332
292.9621,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
292.9621,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
292.9621,LOADING_START,fixed,T06,S2,S2,S2,,6.1143,0.0,0.0,
293.5105,DUMPING_END,fixed,T05,D1,D1,,D1,,,,99.8273
293.5105,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
293.5105,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,4.5867,,,
294.4454,DUMPING_END,fixed,T04,D2,D2,,D2,,,,88.8332
294.4454,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
294.4454,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,4.0213,,,
296.0558,LOADING_END,fixed,T03,S1,D1,S1,,4.7458,,,
296.0558,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,7.0042,,,
297.4289,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
297.4289,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
297.4289,DUMPING_START,fixed,T01,D1,D1,,D1,1.0753,,0.0,99.2331
297.4345,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
297.4345,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
297.4345,DUMPING_START,fixed,T02,D2,D2,,D2,2.3167,,0.0,99.6607
298.0972,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
298.0972,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
298.0972,LOADING_START,fixed,T05,S1,S1,S1,,4.8049,0.0,0.0,
298.4667,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
298.4667,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
298.5042,DUMPING_END,fixed,T01,D1,D1,,D1,,,,99.2331
298.5042,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
298.5042,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,4.7452,,,
299.0765,LOADING_END,fixed,T06,S2,D2,S2,,6.1143,,,
299.0765,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.4782,,,
299.0765,LOADING_START,fixed,T04,S2,S2,S2,,5.1169,0.0,0.6097,
299.7512,DUMPING_END,fixed,T02,D2,D2,,D2,,,,99.6607
299.7512,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
299.7512,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,4.3819,,,
302.9021,LOADING_END,fixed,T05,S1,D1,S1,,4.8049,,,
302.9021,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,6.7795,,,
303.06,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
303.06,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
303.06,DUMPING_START,fixed,T03,D1,D1,,D1,1.0667,,0.0,92.253
303.2494,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
303.2494,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
303.2494,LOADING_START,fixed,T01,S1,S1,S1,,5.464,0.0,0.0,
304.1267,DUMPING_END,fixed,T03,D1,D1,,D1,,,,92.253
304.1267,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
304.1267,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,4.7962,,,
304.1331,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
304.1331,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
304.1934,LOADING_END,fixed,T04,S2,D2,S2,,5.1169,,,
304.1934,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.6077,,,
304.1934,LOADING_START,fixed,T02,S2,S2,S2,,5.0441,0.0,0.0603,
304.5547,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
304.5547,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
304.5547,DUMPING_START,fixed,T06,D2,D2,,D2,1.6298,,0.0,88.2151
306.1845,DUMPING_END,fixed,T06,D2,D2,,D2,,,,88.2151
306.1845,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
306.1845,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,3.9962,,,
308.7134,LOADING_END,fixed,T01,S1,D1,S1,,5.464,,,
308.7134,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,7.2264,,,
308.923,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
308.923,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
308.923,LOADING_START,fixed,T03,S1,S1,S1,,5.7036,0.0,0.0,
309.2376,LOADING_END,fixed,T02,S2,D2,S2,,5.0441,,,
309.2376,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,6.0525,,,
309.6816,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
309.6816,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
309.6816,DUMPING_START,fixed,T05,D1,D1,,D1,1.644,,0.0,93.4353
309.8011,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
309.8011,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
309.8011,DUMPING_START,fixed,T04,D2,D2,,D2,1.5096,,0.0,100.1822
310.1807,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
310.1807,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
310.1807,LOADING_START,fixed,T06,S2,S2,S2,,5.0453,0.0,0.0,
311.3107,DUMPING_END,fixed,T04,D2,D2,,D2,,,,100.1822
311.3107,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
311.3107,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,3.8268,,,
311.3256,DUMPING_END,fixed,T05,D1,D1,,D1,,,,93.4353
311.3256,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
311.3256,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,4.8506,,,
314.6266,LOADING_END,fixed,T03,S1,D1,S1,,5.7036,,,
314.6266,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,6.6387,,,
315.1374,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
315.1374,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
315.226,LOADING_END,fixed,T06,S2,D2,S2,,5.0453,,,
315.226,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.5701,,,
315.226,LOADING_START,fixed,T04,S2,S2,S2,,5.4981,0.0,0.0886,
315.29,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
315.29,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
315.29,DUMPING_START,fixed,T02,D2,D2,,D2,1.464,,0.0,90.81
315.9397,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
315.9397,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
315.9397,DUMPING_START,fixed,T01,D1,D1,,D1,0.8435,,0.0,90.9104
316.1762,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
316.1762,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
316.1762,LOADING_START,fixed,T05,S1,S1,S1,,4.9376,0.0,0.0,
316.754,DUMPING_END,fixed,T02,D2,D2,,D2,,,,90.81
316.754,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
316.754,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,4.0738,,,
316.7832,DUMPING_END,fixed,T01,D1,D1,,D1,,,,90.9104
316.7832,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
316.7832,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,5.0958,,,
320.7242,LOADING_END,fixed,T04,S2,D2,S2,,5.4981,,,
320.7242,LOADED_TRAVEL_START,fixed,T04,S2,D2,,,5.6488,,,
320.7961,LOADED_TRAVEL_END,fixed,T06,S2,D2,,,,,,
320.7961,QUEUE_FOR_DUMP,fixed,T06,D2,D2,,D2,,0.0,,
320.7961,DUMPING_START,fixed,T06,D2,D2,,D2,1.3512,,0.0,89.724
320.8277,EMPTY_TRAVEL_END,fixed,T02,D2,S2,,,,,,
320.8277,QUEUE_FOR_SHOVEL,fixed,T02,S2,S2,S2,,,0.0,,
320.8277,LOADING_START,fixed,T02,S2,S2,S2,,5.46,0.0,0.0,
321.1139,LOADING_END,fixed,T05,S1,D1,S1,,4.9376,,,
321.1139,LOADED_TRAVEL_START,fixed,T05,S1,D1,,,7.2079,,,
321.2654,LOADED_TRAVEL_END,fixed,T03,S1,D1,,,,,,
321.2654,QUEUE_FOR_DUMP,fixed,T03,D1,D1,,D1,,0.0,,
321.2654,DUMPING_START,fixed,T03,D1,D1,,D1,1.3352,,0.0,89.7184
321.879,EMPTY_TRAVEL_END,fixed,T01,D1,S1,,,,,,
321.879,QUEUE_FOR_SHOVEL,fixed,T01,S1,S1,S1,,,0.0,,
321.879,LOADING_START,fixed,T01,S1,S1,S1,,5.1786,0.0,0.0,
322.1473,DUMPING_END,fixed,T06,D2,D2,,D2,,,,89.724
322.1473,DISPATCH,fixed,T06,D2,S2,S2,D2,,,,
322.1473,EMPTY_TRAVEL_START,fixed,T06,D2,S2,,,3.9048,,,
322.6006,DUMPING_END,fixed,T03,D1,D1,,D1,,,,89.7184
322.6006,DISPATCH,fixed,T03,D1,S1,S1,D1,,,,
322.6006,EMPTY_TRAVEL_START,fixed,T03,D1,S1,,,4.967,,,
326.052,EMPTY_TRAVEL_END,fixed,T06,D2,S2,,,,,,
326.052,QUEUE_FOR_SHOVEL,fixed,T06,S2,S2,S2,,,0.0,,
326.2878,LOADING_END,fixed,T02,S2,D2,S2,,5.46,,,
326.2878,LOADED_TRAVEL_START,fixed,T02,S2,D2,,,5.2848,,,
326.2878,LOADING_START,fixed,T06,S2,S2,S2,,5.4932,0.0,0.2358,
326.373,LOADED_TRAVEL_END,fixed,T04,S2,D2,,,,,,
326.373,QUEUE_FOR_DUMP,fixed,T04,D2,D2,,D2,,0.0,,
326.373,DUMPING_START,fixed,T04,D2,D2,,D2,1.2204,,0.0,86.0161
327.0577,LOADING_END,fixed,T01,S1,D1,S1,,5.1786,,,
327.0577,LOADED_TRAVEL_START,fixed,T01,S1,D1,,,6.3425,,,
327.5676,EMPTY_TRAVEL_END,fixed,T03,D1,S1,,,,,,
327.5676,QUEUE_FOR_SHOVEL,fixed,T03,S1,S1,S1,,,0.0,,
327.5676,LOADING_START,fixed,T03,S1,S1,S1,,5.0655,0.0,0.0,
327.5934,DUMPING_END,fixed,T04,D2,D2,,D2,,,,86.0161
327.5934,DISPATCH,fixed,T04,D2,S2,S2,D2,,,,
327.5934,EMPTY_TRAVEL_START,fixed,T04,D2,S2,,,3.7516,,,
328.3218,LOADED_TRAVEL_END,fixed,T05,S1,D1,,,,,,
328.3218,QUEUE_FOR_DUMP,fixed,T05,D1,D1,,D1,,0.0,,
328.3218,DUMPING_START,fixed,T05,D1,D1,,D1,1.5743,,0.0,92.1543
329.8961,DUMPING_END,fixed,T05,D1,D1,,D1,,,,92.1543
329.8961,DISPATCH,fixed,T05,D1,S1,S1,D1,,,,
329.8961,EMPTY_TRAVEL_START,fixed,T05,D1,S1,,,4.7218,,,
331.345,EMPTY_TRAVEL_END,fixed,T04,D2,S2,,,,,,
331.345,QUEUE_FOR_SHOVEL,fixed,T04,S2,S2,S2,,,0.0,,
331.5725,LOADED_TRAVEL_END,fixed,T02,S2,D2,,,,,,
331.5725,QUEUE_FOR_DUMP,fixed,T02,D2,D2,,D2,,0.0,,
331.5725,DUMPING_START,fixed,T02,D2,D2,,D2,1.717,,0.0,96.2757
331.781,LOADING_END,fixed,T06,S2,D2,S2,,5.4932,,,
331.781,LOADED_TRAVEL_START,fixed,T06,S2,D2,,,5.833,,,
331.781,LOADING_START,fixed,T04,S2,S2,S2,,5.3896,0.0,0.436,
332.6331,LOADING_END,fixed,T03,S1,D1,S1,,5.0655,,,
332.6331,LOADED_TRAVEL_START,fixed,T03,S1,D1,,,6.1966,,,
333.2895,DUMPING_END,fixed,T02,D2,D2,,D2,,,,96.2757
333.2895,DISPATCH,fixed,T02,D2,S2,S2,D2,,,,
333.2895,EMPTY_TRAVEL_START,fixed,T02,D2,S2,,,3.9203,,,
333.4001,LOADED_TRAVEL_END,fixed,T01,S1,D1,,,,,,
333.4001,QUEUE_FOR_DUMP,fixed,T01,D1,D1,,D1,,0.0,,
333.4001,DUMPING_START,fixed,T01,D1,D1,,D1,1.1877,,0.0,93.9664
334.5879,DUMPING_END,fixed,T01,D1,D1,,D1,,,,93.9664
334.5879,DISPATCH,fixed,T01,D1,S1,S1,D1,,,,
334.5879,EMPTY_TRAVEL_START,fixed,T01,D1,S1,,,4.3574,,,
334.6179,EMPTY_TRAVEL_END,fixed,T05,D1,S1,,,,,,
334.6179,QUEUE_FOR_SHOVEL,fixed,T05,S1,S1,S1,,,0.0,,
334.6179,LOADING_START,fixed,T05,S1,S1,S1,,4.348,0.0,0.0,
337.1706,LOADING_END,fixed,T04,S2,D2,S2,,5.3896,,,
